record_id,source_dataset,offer_group_id,offer_text,master_itemcode,master_itemname,pair_label,pair_label_status,target_action_id,target_action,resolution_scope,use_for_binary_pair_training,use_for_router_training,label_confidence,label_provenance,model_bucket,audit_status,error_type,severity,audit_reason,retailer,price_text,product_class_offer,product_class_master,variant_offer,variant_master,offer_weights_g,master_weights_g,protein_match,family_match,sub_brand_match,spice_match,size_match,word_similarity,character_similarity,token_similarity,recommended_split,split_group,notes,occurrence_count,needs_human_label
REAL_011639,REAL_CLICKFLYER_AUDIT,REAL_142_16,AL KABEER ZING CHICKEN STRIPS NON SPICY 750 GRAMS,CKZSNS,ZING CHICKEN STRIPS NON-SPICY,,routing_only,3.0,MATCH_GENERIC_VARIANT,variant_agnostic_or_explicit_variant_resolution,0,1,0.9,audit_rule_ambiguity_class,Confirmed,NEEDS_REVIEW,spicy_plain_variant_mismatch,High,Offer contains multiple product classes or an assorted/combo listing | Spicy/non-spicy or plain variant appears inconsistent,Tamimi Markets,SAR 22.95,"chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips","non_spicy_or_plain, spicy",spicy,750.0,,,,,,,,,,test,al kabeer zing chicken strips non spicy 750 grams,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_011640,REAL_CLICKFLYER_AUDIT,REAL_142_17,Al Kabeer Chicken Pop Corn/ Fillet/Strips 750gm+250gm,CKZSNS,ZING CHICKEN STRIPS NON-SPICY,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Confirmed,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,Nesto,SAR 32.99,"chicken_fillets, chicken_popcorn, chicken_strips","chicken_strips, zing_chicken_strips",,spicy,"250.0, 750.0",,,,,,,,,,train,al kabeer chicken pop corn fillet strips 750gm 250gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_011641,REAL_CLICKFLYER_AUDIT,REAL_142_18,AL KABEER ZING CHICKEN STRIPS NON SPICY OR SPICY 750 GRAMS,CKZSNS,ZING CHICKEN STRIPS NON-SPICY,,routing_only,3.0,MATCH_GENERIC_VARIANT,variant_agnostic_or_explicit_variant_resolution,0,1,0.9,audit_rule_ambiguity_class,Confirmed,NEEDS_REVIEW,spicy_plain_variant_mismatch,High,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label | Spicy/non-spicy or plain variant appears inconsistent,Tamimi Markets,SAR 19.95,"chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips","non_spicy_or_plain, spicy",spicy,750.0,,,,,,,,,,train,al kabeer zing chicken strips non spicy or spicy 750 grams,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,2,1
REAL_011643,REAL_CLICKFLYER_AUDIT,REAL_142_20,AL KABEER ZING CHICKEN STRIPS/ SPICY/POP CORN 750GM/BREADED CHICKEN BURGER 840GM,CKZSNS,ZING CHICKEN STRIPS NON-SPICY,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Confirmed,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,Abraj Hypermarket,SAR 19.95,"chicken_burger, chicken_popcorn, chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips",spicy,spicy,"750.0, 840.0",,,,,,,,,,validation,al kabeer zing chicken strips spicy pop corn 750gm breaded chicken burger 840gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,2,1
REAL_011644,REAL_CLICKFLYER_AUDIT,REAL_142_21,Al Kabeer Assorted (Zing Chicken Strips-Spicy/Non Spicy & Zing Chicken Fillets-Spley / Non Spley) 750g,CKZSNS,ZING CHICKEN STRIPS NON-SPICY,,routing_only,3.0,MATCH_GENERIC_VARIANT,variant_agnostic_or_explicit_variant_resolution,0,1,0.9,audit_rule_ambiguity_class,Confirmed,NEEDS_REVIEW,spicy_plain_variant_mismatch,High,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label | Spicy/non-spicy or plain variant appears inconsistent,AL AIN CO-OP,SAR 21.95,"chicken_strips, zing_chicken_fillets, zing_chicken_strips","chicken_strips, zing_chicken_strips","non_spicy_or_plain, spicy",spicy,750.0,,,,,,,,,,train,al kabeer assorted zing chicken strips spicy non spicy zing chicken fillets spley non spley 750g,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_011645,REAL_CLICKFLYER_AUDIT,REAL_142_22,AL KABEER ZING CHICKEN STRIPS/ SPICY/POP CORN 750 GM/BREADED CHICKEN BURGER 840 GM,CKZSNS,ZING CHICKEN STRIPS NON-SPICY,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Confirmed,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,Abraj Hypermarket,SAR 24.95,"chicken_burger, chicken_popcorn, chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips",spicy,spicy,"750.0, 840.0",,,,,,,,,,train,al kabeer zing chicken strips spicy pop corn 750 gm breaded chicken burger 840 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_011633,REAL_CLICKFLYER_AUDIT,REAL_142_10,Al Kabeer Assorted (Zing Chicken Fillet & Zing Chicken Strips Non Spicy 750 gm),CKZSNS,ZING CHICKEN STRIPS NON-SPICY,,routing_only,3.0,MATCH_GENERIC_VARIANT,variant_agnostic_or_explicit_variant_resolution,0,1,0.9,audit_rule_ambiguity_class,Confirmed,NEEDS_REVIEW,spicy_plain_variant_mismatch,High,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label | Spicy/non-spicy or plain variant appears inconsistent,ADCOOP,SAR 22.95,"chicken_strips, zing_chicken_fillets, zing_chicken_strips","chicken_strips, zing_chicken_strips","non_spicy_or_plain, spicy",spicy,750.0,,,,,,,,,,train,al kabeer assorted zing chicken fillet zing chicken strips non spicy 750 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,3,1
REAL_011647,REAL_CLICKFLYER_AUDIT,REAL_142_24,Al kabeer Zing Chicken Strips/NoSpicy 750Gm,CKZSNS,ZING CHICKEN STRIPS NON-SPICY,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Confirmed,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,Nesto,SAR 19.95,"chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips",spicy,spicy,750.0,,,,,,,,,,test,al kabeer zing chicken strips nospicy 750gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,2,1
REAL_011651,REAL_CLICKFLYER_AUDIT,REAL_142_28,ALKABEER ZING STRIPS 750G,CKZSNS,ZING CHICKEN STRIPS NON-SPICY,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Confirmed,LIKELY_CORRECT,none,Low,,Al Sadhan,SAR 26.95,zing_chicken_strips,"chicken_strips, zing_chicken_strips",spicy,spicy,750.0,,,,,,,,,,train,alkabeer zing strips 750g,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_011652,REAL_CLICKFLYER_AUDIT,REAL_142_29,Alkabeer Zing Strips 750 GM,CKZSNS,ZING CHICKEN STRIPS NON-SPICY,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Confirmed,LIKELY_CORRECT,none,Low,,Al Sadhan,SAR 26.95,zing_chicken_strips,"chicken_strips, zing_chicken_strips",spicy,spicy,750.0,,,,,,,,,,train,alkabeer zing strips 750 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,5,1
REAL_011654,REAL_CLICKFLYER_AUDIT,REAL_142_31,Al Kabeer Zing Chicken Strip/Fillets Original/Spicy 750GM,CKZSNS,ZING CHICKEN STRIPS NON-SPICY,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Confirmed,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,AL AIN CO-OP,SAR 25,"chicken_strips, zing_chicken_fillets, zing_chicken_strips","chicken_strips, zing_chicken_strips",spicy,spicy,750.0,,,,,,,,,,test,al kabeer zing chicken strip fillets original spicy 750gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,2,1
REAL_011656,REAL_CLICKFLYER_AUDIT,REAL_142_33,Al Kabeer Zing Chicken Strip / Non-Spicy 750g,CKZSNS,ZING CHICKEN STRIPS NON-SPICY,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Confirmed,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing,Nesto,SAR 24.95,"chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips",spicy,spicy,750.0,,,,,,,,,,train,al kabeer zing chicken strip non spicy 750g,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_011657,REAL_CLICKFLYER_AUDIT,REAL_142_34,"ALKABEER ZING NON SPICY OR SPICY CHICKEN STRIPS, 750 GRAMS",CKZSNS,ZING CHICKEN STRIPS NON-SPICY,,routing_only,3.0,MATCH_GENERIC_VARIANT,variant_agnostic_or_explicit_variant_resolution,0,1,0.9,audit_rule_ambiguity_class,Confirmed,NEEDS_REVIEW,spicy_plain_variant_mismatch,High,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label | Spicy/non-spicy or plain variant appears inconsistent,Tamimi Markets,SAR 25.95,"chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips","non_spicy_or_plain, spicy",spicy,750.0,,,,,,,,,,train,alkabeer zing non spicy or spicy chicken strips 750 grams,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,8,1
REAL_011659,REAL_CLICKFLYER_AUDIT,REAL_142_36,Al Kabeer Zing Chckn Strip Spicy  / Non Spicy 750g,CKZSNS,ZING CHICKEN STRIPS NON-SPICY,,routing_only,3.0,MATCH_GENERIC_VARIANT,variant_agnostic_or_explicit_variant_resolution,0,1,0.9,audit_rule_ambiguity_class,Confirmed,NEEDS_REVIEW,spicy_plain_variant_mismatch,High,Spicy/non-spicy or plain variant appears inconsistent,Nesto,SAR 24.95,zing_chicken_strips,"chicken_strips, zing_chicken_strips","non_spicy_or_plain, spicy",spicy,750.0,,,,,,,,,,train,al kabeer zing chckn strip spicy non spicy 750g,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,2,1
REAL_011648,REAL_CLICKFLYER_AUDIT,REAL_142_25,Al kabeer Zing chicken Strip Non spicy 750gm + Zing chicken Strips smoked Buffalo 700gm,CKZSNS,ZING CHICKEN STRIPS NON-SPICY,,routing_only,3.0,MATCH_GENERIC_VARIANT,variant_agnostic_or_explicit_variant_resolution,0,1,0.9,audit_rule_ambiguity_class,Confirmed,NEEDS_REVIEW,spicy_plain_variant_mismatch,High,Offer contains multiple product classes or an assorted/combo listing | Spicy/non-spicy or plain variant appears inconsistent,Lulu,SAR 33.9,"chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips","non_spicy_or_plain, spicy",spicy,"700.0, 750.0",,,,,,,,,,train,al kabeer zing chicken strip non spicy 750gm zing chicken strips smoked buffalo 700gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,2,1
REAL_011572,REAL_CLICKFLYER_AUDIT,REAL_141_760,Al Kabeer Zing Chicken Strips 1+1X(750g),CKZSDA,ZING CHICKEN STRIPS SPICY 750 GRM,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Confirmed,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing,Hyper Panda,SAR 35,"chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips",spicy,spicy,750.0,750.0,,,,,,,,,train,al kabeer zing chicken strips 1 1x 750g,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_011964,REAL_CLICKFLYER_AUDIT,REAL_142_267,AL-KABEER ZING CHICKEN (N/SPC) FILLET / STRIPS / CHICKEN FILLET / STRIPS / POP CORN 750 gm,CKZSNS,ZING CHICKEN STRIPS NON-SPICY,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,Abraj Hypermarket,SAR 28.95,"chicken_popcorn, chicken_strips, zing_chicken_fillets, zing_chicken_strips","chicken_strips, zing_chicken_strips",spicy,spicy,750.0,,,,,,,,,,train,al kabeer zing chicken n spc fillet strips chicken fillet strips pop corn 750 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_011968,REAL_CLICKFLYER_AUDIT,REAL_142_271,Al Kabeer Zing Chckn Strip NoSpicy 750 gm,CKZSNS,ZING CHICKEN STRIPS NON-SPICY,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Medium/Low,LIKELY_CORRECT,none,Low,,Nesto,SAR 24.95,zing_chicken_strips,"chicken_strips, zing_chicken_strips",spicy,spicy,750.0,,,,,,,,,,train,al kabeer zing chckn strip nospicy 750 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,2,1
REAL_012313,REAL_CLICKFLYER_AUDIT,REAL_145_84,AL KABEER ZING CHICKEN STRIPS SPICY SRIRACHA FLAVOR 700 GM,CKZSSR,ZING CHICKEN STRIPS SRIRACHA,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing,Manuel Market,SAR 24.95,"chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips",spicy,spicy,700.0,,,,,,,,,,train,al kabeer zing chicken strips spicy sriracha flavor 700 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_012307,REAL_CLICKFLYER_AUDIT,REAL_145_78,AL KABEER ZING CHICKEN STRIPS SPICY SRIRACHA FLAVOR 700g,CKZSSR,ZING CHICKEN STRIPS SRIRACHA,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing,Manuel Market,SAR 24.95,"chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips",spicy,spicy,700.0,,,,,,,,,,train,al kabeer zing chicken strips spicy sriracha flavor 700g,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_012304,REAL_CLICKFLYER_AUDIT,REAL_145_75,Al Kabeer Zing Chicken Strips Sriracha/Smoked Buffalo 700gm,CKZSSR,ZING CHICKEN STRIPS SRIRACHA,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,ADCOOP,SAR 23.95,"chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips",spicy,spicy,700.0,,,,,,,,,,train,al kabeer zing chicken strips sriracha smoked buffalo 700gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,3,1
REAL_012303,REAL_CLICKFLYER_AUDIT,REAL_145_74,Spicy Sriracha Flavor Chicken Strips 700gm,CKZSSR,ZING CHICKEN STRIPS SRIRACHA,1.0,positive,0.0,MATCH_EXACT,single_exact_sku,0,1,0.85,audit_rule_likely_correct,Medium/Low,LIKELY_CORRECT,none,Low,,Manuel Market,SAR 24.95,chicken_strips,"chicken_strips, zing_chicken_strips",spicy,spicy,700.0,,,,,,,,,,train,spicy sriracha flavor chicken strips 700gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_012300,REAL_CLICKFLYER_AUDIT,REAL_145_71,AL KABEER ZING CHICKEN STRIPS SMOKE BUFFALO OR SPICY SRIRACHA 700 GM,CKZSSR,ZING CHICKEN STRIPS SRIRACHA,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,Tamimi Markets,SAR 23.95,"chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips",spicy,spicy,700.0,,,,,,,,,,train,al kabeer zing chicken strips smoke buffalo or spicy sriracha 700 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,14,1
REAL_012298,REAL_CLICKFLYER_AUDIT,REAL_145_69,AL KABEER ZING CHICKEN STRIPS-SMOKED BUFFALO /SPICY SRIRACHA 700GR,CKZSSR,ZING CHICKEN STRIPS SRIRACHA,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing,Farm,SAR 26.95,"chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips",spicy,spicy,700.0,,,,,,,,,,train,al kabeer zing chicken strips smoked buffalo spicy sriracha 700gr,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,12,1
REAL_012294,REAL_CLICKFLYER_AUDIT,REAL_145_65,AL KABEER ZING CHICKEN STRIPS SPICY SRIRACHA FLAVOR 700GM,CKZSSR,ZING CHICKEN STRIPS SRIRACHA,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing,Manuel Market,SAR 24.95,"chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips",spicy,spicy,700.0,,,,,,,,,,train,al kabeer zing chicken strips spicy sriracha flavor 700gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,4,1
REAL_012291,REAL_CLICKFLYER_AUDIT,REAL_145_62,AL KABEER ZING CHICKEN STRIPS SPICY SRIRACHA FLAVOR/SMOKED BUFFALO 700 GM,CKZSSR,ZING CHICKEN STRIPS SRIRACHA,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,Manuel Market,SAR 27.95,"chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips",spicy,spicy,700.0,,,,,,,,,,train,al kabeer zing chicken strips spicy sriracha flavor smoked buffalo 700 gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,2,1
REAL_012289,REAL_CLICKFLYER_AUDIT,REAL_145_60,AL KABEER ZING CHICKEN STRIPS-SMOKED BUFFALO/SPICY SRIRACHA 700 GR,CKZSSR,ZING CHICKEN STRIPS SRIRACHA,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,Farm,SAR 26.95,"chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips",spicy,spicy,700.0,,,,,,,,,,train,al kabeer zing chicken strips smoked buffalo spicy sriracha 700 gr,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,2,1
REAL_012275,REAL_CLICKFLYER_AUDIT,REAL_145_46,Al Kabeer Assorted (Zing Chicken Strips/ Zing Chicken Fillets-Spicy) 750g/(Zing Chicken Strips Sriracha/Buffalo) 700g,CKZSSR,ZING CHICKEN STRIPS SRIRACHA,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,ADCOOP,SAR 23.75,"chicken_strips, zing_chicken_fillets, zing_chicken_strips","chicken_strips, zing_chicken_strips",spicy,spicy,"700.0, 750.0",,,,,,,,,,train,al kabeer assorted zing chicken strips zing chicken fillets spicy 750g zing chicken strips sriracha buffalo 700g,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,6,1
REAL_012273,REAL_CLICKFLYER_AUDIT,REAL_145_44,Al Kabeer Zing Chicken Strips Spicy Sriracha/ Zing Chicken Strips Smoked Buffallo 700gm,CKZSSR,ZING CHICKEN STRIPS SRIRACHA,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing,Lulu,SAR 22.9,"chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips",spicy,spicy,700.0,,,,,,,,,,train,al kabeer zing chicken strips spicy sriracha zing chicken strips smoked buffallo 700gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,4,1
REAL_012270,REAL_CLICKFLYER_AUDIT,REAL_145_41,Al Kabeer Zing chicken strip Chicken 750gm,CKZSSR,ZING CHICKEN STRIPS SRIRACHA,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing,Nesto,SAR 27.95,"chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips",spicy,spicy,750.0,,,,,,,,,,train,al kabeer zing chicken strip chicken 750gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_012268,REAL_CLICKFLYER_AUDIT,REAL_145_39,ZING CHICKEN STRIPS SPICY SRIRACHA FLAVOR/SMOKED BUFFALO 700GM,CKZSSR,ZING CHICKEN STRIPS SRIRACHA,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,Manuel Market,SAR 27.95,"chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips",spicy,spicy,700.0,,,,,,,,,,train,zing chicken strips spicy sriracha flavor smoked buffalo 700gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,2,1
REAL_012267,REAL_CLICKFLYER_AUDIT,REAL_145_38,Al Kabeer Zing Chicken Strips Sriracha 700gm,CKZSSR,ZING CHICKEN STRIPS SRIRACHA,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing,Union Coop,SAR 23.5,"chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips",spicy,spicy,700.0,,,,,,,,,,validation,al kabeer zing chicken strips sriracha 700gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,6,1
REAL_012314,REAL_CLICKFLYER_AUDIT,REAL_145_85,Al Kabeer Zing Chicken Strip Srircha 700gm,CKZSSR,ZING CHICKEN STRIPS SRIRACHA,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing,Lulu Hypermarkets,SAR 25.95,"chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips",spicy,spicy,700.0,,,,,,,,,,test,al kabeer zing chicken strip srircha 700gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_012263,REAL_CLICKFLYER_AUDIT,REAL_145_34,Al Kabeer Zing Chicken Strips (750g/1Kq),CKZSSR,ZING CHICKEN STRIPS SRIRACHA,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,Hyper Panda,SAR 20.95,"chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips",spicy,spicy,750.0,,,,,,,,,,train,al kabeer zing chicken strips 750g 1kq,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,1,1
REAL_012255,REAL_CLICKFLYER_AUDIT,REAL_145_26,AL KABEER ZING CHICKEN STRIPS SPICY SRIRACHA FLAVOR/SMOKED BUFFALO 700GM,CKZSSR,ZING CHICKEN STRIPS SRIRACHA,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,Manuel Market,SAR 29.95,"chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips",spicy,spicy,700.0,,,,,,,,,,train,al kabeer zing chicken strips spicy sriracha flavor smoked buffalo 700gm,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,8,1
REAL_012251,REAL_CLICKFLYER_AUDIT,REAL_145_22,"AL KABEER ZING CHICKEN STRIPS SRIRACHA OR SMOKED BUFFALO, 700 GRAMS",CKZSSR,ZING CHICKEN STRIPS SRIRACHA,,routing_only,2.0,MATCH_MULTIPLE,one_offer_to_many_skus,0,1,0.95,audit_rule_ambiguity_class,Medium/Low,NEEDS_REVIEW,combo_or_assorted_offer,Medium,Offer contains multiple product classes or an assorted/combo listing | Assorted/alternative product listing is not a clean one-SKU label,Tamimi Markets,SAR 20.95,"chicken_strips, zing_chicken_strips","chicken_strips, zing_chicken_strips",spicy,spicy,700.0,,,,,,,,,,train,al kabeer zing chicken strips sriracha or smoked buffalo 700 grams,Real flyer record. Routing target prevents ambiguous cases from being forced into an exact SKU.,2,1
